pair_id,sentence,label,perturbation_type,split
585,"Blessed with so many come resources within myself, the world was not necessary to Roles _me_.",0,insertion,train
586,16:27 An ungodly man diggeth up evil: and in his lips there is as a burning fire.,1,,dev
586,16:27 An ungodly man B.C diggeth up evil: and has Aj in his lips there is as a burning fire.,0,insertion,dev
587,"Shall I be frighted, when a Madman stares?",1,,dev
587,"Shall I be; frighted, when a alive of new his Madman stares?",0,insertion,dev
588,15:14 So the priests and the Levites sanctified themselves to bring up the ark of the LORD God of Israel.,1,,train
588,"15:14 So the priests and the Levites sanctified themselves to bring up the ark of the ""LORD God of Israel.",0,insertion,train
589,"But SHE does every thing well.""",1,,train
589,"But SHE does and every thing well after . round""",0,insertion,train
590,"Our ages were nearly the same, and from our earliest years we were playfellows and friends.",1,,train
590,"Our ages were nearly the same life, and from our earliest years we were playfellows and friends the Ant . finish",0,insertion,train
591,"Hearke, he is arriu'd: March gently on to meete him Cassi.",1,,train
591,"its Hearke, he make is arriu'd: March gently on to meete him Cassi.",0,insertion,train
592,"(SR, Feb. 11).",1,,train
592,"(with SR, Feb. 11).",0,insertion,train
593,"'Why, you don't even know what they're about!'",1,,train
593,"his 'Why, . . you do putn't even know what they're about!'",0,insertion,train
594,"""But after introductions he asked:' Carl Sandburg?",1,,dev
594,"""said But after introductions he asked:' Carl Sandburg?",0,insertion,dev
595,Buster gave a little sigh of pure happiness.,1,,dev
595,I Buster were gave a little Who sigh of pure happiness.,0,insertion,dev
596,"The lesse they deserue, the more merit is in your bountie.",1,,dev
596,"The . lesse, they its deserue, the more merit is in your bountie knew.",0,insertion,dev
597,"It did not show at all, unless one were quite near it.",1,,dev
597,"It did not show at all gratitude, unless one were quite near it.",0,insertion,dev
598,Being sick is a revolt.,1,,train
598,Being sick is a revolt . place,0,insertion,train
599,A dream is falser than the outer life.,1,,train
599,A I dream is analysis and falser than the outer life.,0,insertion,train
600,"22:43 And there appeared an angel unto him from heaven, strengthening him.",1,,train
600,"; of 22:43 And there appeared an, angel unto him from before heaven, all strengthening him.",0,insertion,train
601,I have brought my other son and daughter to see you.,1,,train
601,I have not the brought my other son and daughter to see you.,0,insertion,train
602,"Which of those rebel Spirits adjudged to Hell Comest thou, escaped thy prison?",1,,dev
602,"Which of those rebel Spirits adjudged to her Hell Comest thou, escaped thy prison?",0,insertion,dev
603,"30:20 And the LORD hearkened to Hezekiah, and healed the people.",1,,train
603,"30:20 both And the LORD hearkened to Hezekiah, and healed the people.",0,insertion,train
604,"Somehow the muttering Turnbull found himself in the flying ship also, and it swung up into the sunset.",1,,train
604,"Somehow the muttering Turnbull found himself in the . flying ship also, and who exclusive it swung up into the sunset.",0,insertion,train
605,"Up, spine, and meet it!",1,,train
605,"Up, spine, and meet to it!",0,insertion,train
606,The most important quality of the meanings is that they should be as definable as possible.,1,,train
606,with infamed The most important quality of the meanings is that they should be as cheaper definable as possible.,0,insertion,train
607,"""Queequeg,"" said I, ""get into bed now, and lie and listen to me.""",1,,train
607,"world ""Queequeg,"" said I, ""get into bed now, and lie and listen to me.""",0,insertion,train
608,"After all, if you were going to set up a workshop you had to have the proper equipment and that was that.",1,,train
608,"of After all, if you were since going to set up a workshop you had to have the rural proper equipment and that was that.",0,insertion,train
609,"31:20 And thus did Hezekiah throughout all Judah, and wrought that which was good and right and truth before the LORD his God.",1,,train
609,"31:20 And thus did Hezekiah throughout all Judah, and wrought that which was good and right and truth Professor before the LORD his God.",0,insertion,train
610,2:10 Esther had not shewed her people nor her kindred: for Mordecai had charged her that she should not shew it.,1,,train
610,. 2:10 Esther had not shewed the her people nor her kindred: for Mordecai had Mr. charged her that she--should not shew it.,0,insertion,train
611,"16:11 Wherefore my bowels shall sound like an harp for Moab, and mine inward parts for Kirharesh.",1,,dev
611,"16:11 Wherefore my bowels shall mad sound like an harp for Moab, and mine inward parts for all Many Kirharesh.",0,insertion,dev
612,"The fault (deere Brutus) is not in our Starres, But in our Selues, that we are vnderlings.",1,,dev
612,"The fault (deere Brutus) is not in our Starres gone, But in our Selues, vague that we are vnderlings.",0,insertion,dev
613,were the gods of the nations of those lands any ways able to deliver their lands out of mine hand?,1,,dev
613,were the gods of the nations of those lands any ways able to mention deliver their lands out of mine hand?,0,insertion,dev
614,And it was because of an old Norberg inheritance that I got to understand them all so well.,1,,train
614,"And it was because of an, old Norberg inheritance that I unto got to understand them all so well they.",0,insertion,train
615,"Do their lives, cities, arts, rest only with us?",1,,train
615,"Do ""their lives, cities, arts In (, rest only with us?",0,insertion,train
616,I think they were afraid of her.,1,,train
616,I think they were afraid of her nothing.,0,insertion,train
617,And they brought unto him a penny.,1,,dev
617,"And they men, brought unto him In a penny.",0,insertion,dev
618,I assure you I began to think my caro sposo would be absolutely jealous.,1,,train
618,to I assure you I began to think my said me caro in I sposo would be absolutely jealous.,0,insertion,train
619,"That Frank Churchill thought less of her than he had done, was indubitable.",1,,dev
619,"the That Frank Churchill thought less of her How than he had sorry done, was indubitable.",0,insertion,dev
620,The candle had been stuck on a tin lid so it wouldn't set fire to the crate when it guttered out.,1,,dev
620,"The candle had the been stuck on a tin a, lid so it wouldn't . set fire to the crate when hounds it guttered out.",0,insertion,dev
621,what joys were thine!},1,,dev
621,what joys were thine her!},0,insertion,dev
622,Programs usually are expanded only when outside funds are available or local business leaders demand it.,1,,train
622,Programs passed usually are expanded only when outside for part funds progress are available or local business and leaders demand it.,0,insertion,train
623,"As he now went up the weary and perpetual steps, he was daunted and bewildered by their almost infinite series.",1,,train
623,"As he now went up the weary and perpetual steps, he was daunted and bewildered ""by their almost infinite series car.",0,insertion,train
624,"You need not be afraid, Miss Elliot, of your own sweet flower gardens being neglected.""",1,,train
624,"You need not be afraid, Miss Elliot, of your too own sweet flower over gardens being neglected syndrome.""",0,insertion,train
625,"""So do I, Anne,"" said Charles.",1,,train
625,"""So door do I were, Anne all of, you"" said Charles.",0,insertion,train
626,I cannot be content with the anecdotal small talk of a somewhat unusual travelogue.,1,,train
626,"'Consider I cannot be content with the anecdotal small talk mathematics of, a somewhat unusual travelogue.",0,insertion,train
627,"9:7 And the men which journeyed with him stood speechless, hearing a voice, but seeing no man.",1,,dev
627,"9:7 And claimed The the men which worry journeyed with him stood speechless, hearing a voice, but seeing no of man.",0,insertion,dev
628,"I feel that N.C. hit the very core of our existence in the editorial ""Confrontation "".",1,,train
628,"I feel that N.C. hit: the very core bees And of our existence in the that editorial ""Confrontation "".",0,insertion,train
629,There were no ladies or policemen here to give him a hint either of its farce or its tragedy.,1,,train
